time,snr_lw1,snr_lw2,snr_lw3,snr_lw4
2025-04-20 22:45:57.900505,19.730488,1.688807,1.210743,-2.893724
2025-04-20 22:45:58.918793,18.522289,0.516867,0.900766,-2.887787
2025-04-20 22:45:59.931059,20.15239,-0.42461,-0.030981,-2.065653
2025-04-20 22:46:00.953707,20.673779,0.229,-0.329035,-1.975855
2025-04-20 22:46:01.990512,20.033772,1.799505,0.385138,-1.218086
2025-04-20 22:46:02.990996,19.457123,2.890511,2.727745,-1.655067
2025-04-20 22:46:03.998313,20.520702,1.797272,0.214451,-1.825653
2025-04-20 22:46:05.024590,21.340889,-1.041344,1.025896,-1.739038
2025-04-20 22:46:06.069815,18.723053,0.183073,-2.814926,-1.744677
2025-04-20 22:46:07.029707,20.146496,1.189169,0.448187,-1.804609
2025-04-20 22:46:08.082176,20.321533,0.223349,-1.37356,-2.881756
2025-04-20 22:46:09.070967,19.016388,-0.66333,1.386999,-1.282387
2025-04-20 22:46:10.125579,18.663403,-0.28182,-0.21023,-0.883707
2025-04-20 22:46:11.100113,18.903893,-13.868784,-0.42412,-3.168495
2025-04-20 22:46:12.162167,20.087948,1.353638,0.039146,-0.70092
2025-04-20 22:46:13.154299,21.624729,-1.595913,-0.197302,-2.736835
2025-04-20 22:46:14.193334,20.967621,0.894945,1.010433,-2.906507
2025-04-20 22:46:15.206965,18.537487,0.541883,0.032913,-2.117472
2025-04-20 22:46:16.242528,21.567493,-0.869026,-0.495115,-1.827492
2025-04-20 22:46:17.309936,20.656609,1.50893,-0.193243,-2.014107
2025-04-20 22:46:18.336970,21.402649,-0.01186,0.819273,-1.208702
2025-04-20 22:46:19.353753,18.533432,0.056538,2.44265,-1.985754
2025-04-20 22:46:20.434216,19.204636,-1.071033,0.540619,-3.070566
2025-04-20 22:46:21.421144,19.718197,-0.138968,-0.490103,-2.738949
2025-04-20 22:46:22.442978,20.009369,0.60368,-1.557119,-3.017099
2025-04-20 22:46:23.439965,20.228264,0.014454,-0.685047,-2.366127
2025-04-20 22:46:24.554901,18.91851,0.326948,1.131393,-3.231956
2025-04-20 22:46:25.564119,19.744999,-0.76009,0.890705,-2.595337
2025-04-20 22:46:26.573962,19.994869,0.953039,0.540266,-1.661701
2025-04-20 22:46:27.600444,20.216499,-0.670206,-1.755489,-2.197151
2025-04-20 22:46:28.645247,20.13858,-0.298811,-1.351999,-2.194794
2025-04-20 22:46:29.671660,20.715591,0.886076,1.319683,-2.016085
2025-04-20 22:46:30.684845,20.203896,-0.750273,0.290461,-1.407066
2025-04-20 22:46:31.696138,20.054996,-0.181076,-1.269281,-2.057211
2025-04-20 22:46:32.702574,19.511887,-0.008726,1.342041,-2.094765
2025-04-20 22:46:33.761168,18.920582,2.396904,-0.537374,-3.033369
