num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,time,GPSFix,NumberOfSatellites
161,-78.699357,35.7285473,24.998,-0.39435461163520813,-2.56209135055542,-0.0058699725195765495,-6.86,-4.05,0.0,12.587,2025-04-20 22:41:59.277305,6,10
162,-78.6994019,35.7284854,24.998,-0.3977278172969818,-2.562218427658081,-0.005887787789106369,-6.86,-4.05,0.0,12.587,2025-04-20 22:42:00.278056,6,10
163,-78.6994468,35.7284236,24.997,-0.3964430093765259,-2.5622518062591553,-0.006459253374487162,-6.86,-4.05,0.0,12.587,2025-04-20 22:42:01.278726,6,10
164,-78.6994917,35.7283618,24.996,-0.4001373052597046,-2.5619943141937256,-0.005661888513714075,-6.88,-4.06,0.0,12.587,2025-04-20 22:42:02.279211,6,10
165,-78.6995367,35.7282997,24.998,-0.39530521631240845,-2.5620334148406982,-0.005652466788887978,-6.87,-4.06,0.0,12.587,2025-04-20 22:42:03.279960,6,10
166,-78.6995817,35.7282378,24.998,-0.3978481888771057,-2.5618395805358887,-0.006365066859871149,-6.87,-4.05,0.0,12.587,2025-04-20 22:42:04.280386,6,10
167,-78.6996269,35.7281757,24.998,-0.3917640447616577,-2.562540292739868,-0.005532032810151577,-6.85,-4.05,0.0,12.587,2025-04-20 22:42:05.281068,6,10
168,-78.6996716,35.7281141,24.997,-0.4013681411743164,-2.5620040893554688,-0.006368203088641167,-6.86,-4.05,0.0,12.587,2025-04-20 22:42:06.281917,6,10
169,-78.6997165,35.7280523,24.996,-0.39595136046409607,-2.5622658729553223,-0.006134325172752142,-6.88,-4.06,0.0,12.587,2025-04-20 22:42:07.283114,6,10
170,-78.6997615,35.7279903,24.998,-0.39925718307495117,-2.562070846557617,-0.0058060274459421635,-6.88,-4.06,0.0,12.587,2025-04-20 22:42:08.283482,6,10
171,-78.6998066,35.7279282,24.999,-0.3905755281448364,-2.5627126693725586,-0.004972977563738823,-6.87,-4.05,0.0,12.587,2025-04-20 22:42:09.284626,6,10
172,-78.6998516,35.7278662,24.998,-0.3956551253795624,-2.5614876747131348,-0.006397937424480915,-6.85,-4.04,0.0,12.587,2025-04-20 22:42:10.285798,6,10
173,-78.6998965,35.7278045,24.997,-0.3939419686794281,-2.56091570854187,-0.0060198064893484116,-6.86,-4.05,0.0,12.587,2025-04-20 22:42:11.287911,6,10
174,-78.6999413,35.7277427,24.996,-0.4011788070201874,-2.5627198219299316,-0.006186821032315493,-6.87,-4.06,0.0,12.587,2025-04-20 22:42:12.288510,6,10
175,-78.6999862,35.7276809,24.998,-0.39593595266342163,-2.5618703365325928,-0.0061578769236803055,-6.89,-4.07,0.0,12.587,2025-04-20 22:42:13.289504,6,10
176,-78.7000315,35.7276186,24.998,-0.3957991302013397,-2.5623698234558105,-0.005907644517719746,-6.86,-4.05,0.0,12.587,2025-04-20 22:42:14.290189,6,10
177,-78.7000764,35.7275568,24.998,-0.39191991090774536,-2.561760902404785,-0.005817815195769072,-6.87,-4.05,0.0,12.587,2025-04-20 22:42:15.291924,6,10
178,-78.7001202,35.7274964,25.001,-0.26156049966812134,-2.562987804412842,0.00025644482229836285,-6.3,-3.72,0.0,12.587,2025-04-20 22:42:16.292428,6,10
179,-78.7001585,35.7274439,24.994,-0.15787231922149658,-2.5626306533813477,0.0009197659092023969,-5.3,-3.14,0.0,12.587,2025-04-20 22:42:17.293077,6,10
180,-78.7001897,35.7274013,24.99,-0.050284355878829956,-2.5626611709594727,0.0014978913823142648,-4.11,-2.42,0.0,12.587,2025-04-20 22:42:18.293646,6,10
181,-78.7002125,35.7273701,24.992,0.05455706641077995,-2.562145709991455,0.0033200609032064676,-2.77,-1.62,0.0,12.587,2025-04-20 22:42:19.294552,6,10
182,-78.7002257,35.7273519,24.995,0.15620693564414978,-2.561954975128174,0.0070454697124660015,-1.19,-0.68,0.0,12.587,2025-04-20 22:42:20.296157,6,10
183,-78.7002291,35.7273471,25.0,0.07805990427732468,-2.5618271827697754,0.0030823484994471073,-0.01,0.01,0.0,12.587,2025-04-20 22:42:21.298364,6,10
184,-78.7002278,35.7273487,24.998,0.008128706365823746,-2.5621588230133057,0.0011459074448794127,0.25,0.16,0.0,12.587,2025-04-20 22:42:22.300456,6,10
185,-78.7002259,35.7273508,24.997,-0.009065142832696438,-2.5623860359191895,0.002413663547486067,0.18,0.1,0.0,12.587,2025-04-20 22:42:23.302485,6,10
186,-78.7002248,35.727352,24.999,-0.006241810042411089,-2.3810503482818604,0.0028791341464966536,0.09,0.03,0.0,12.587,2025-04-20 22:42:24.302836,6,10
187,-78.7002243,35.7273525,25.001,-0.003440083237364888,-1.0183916091918945,-0.0008965344168245792,0.06,0.0,0.0,12.587,2025-04-20 22:42:25.303964,6,10
188,-78.7002242,35.7273527,25.001,-0.0022700540721416473,-0.11638423055410385,-9.707079880172387e-05,0.05,0.0,0.0,12.587,2025-04-20 22:42:26.305220,6,10
189,-78.7002242,35.7273529,25.001,-0.0017561493441462517,0.6354026794433594,-0.0006162368226796389,0.04,0.0,0.0,12.587,2025-04-20 22:42:27.305716,6,10
190,-78.7002242,35.7273531,25.001,-0.0007361937314271927,1.1724473237991333,-0.00046267829020507634,0.04,0.0,0.0,12.587,2025-04-20 22:42:28.306515,6,10
191,-78.7002242,35.7273533,25.001,-0.00030765903647989035,2.3530514240264893,-0.0004803585179615766,0.03,0.0,0.0,12.587,2025-04-20 22:42:29.308419,6,10
192,-78.7002242,35.7273535,25.001,-0.0014509806642308831,2.554097890853882,-0.00013869271788280457,0.01,0.0,0.0,12.587,2025-04-20 22:42:30.309407,6,10
193,-78.7002241,35.7273536,25.002,-0.0002466845908202231,2.002894401550293,0.0008391108131036162,0.0,0.01,0.0,12.587,2025-04-20 22:42:31.310367,6,10
194,-78.700224,35.7273536,25.002,-0.00044836499728262424,3.0926928520202637,0.0014198957942426205,0.0,0.0,0.0,12.587,2025-04-20 22:42:32.311090,6,10
195,-78.7002238,35.7273536,25.004,-0.002047837944701314,-1.9084545373916626,0.0007221241830848157,0.0,0.0,0.0,12.587,2025-04-20 22:42:33.311635,6,10
196,-78.7002238,35.7273536,25.004,-0.0006565683288499713,-2.6084821224212646,0.0014361640205606818,0.0,-0.01,0.0,12.587,2025-04-20 22:42:34.312480,6,10
197,-78.7002238,35.7273536,25.002,-7.195377111202106e-05,-2.7537484169006348,0.0010604121489450336,0.0,-0.01,0.0,12.587,2025-04-20 22:42:35.314432,6,10
198,-78.7002238,35.7273535,25.001,0.0003007108753081411,-2.381075620651245,0.001596522517502308,0.0,-0.01,0.0,12.587,2025-04-20 22:42:36.315766,6,10
199,-78.7002238,35.7273534,25.003,0.0012375799706205726,-2.624927520751953,0.0017858276842162013,0.01,-0.01,0.0,12.587,2025-04-20 22:42:37.319237,6,10
200,-78.7002238,35.7273533,25.004,0.0017679310403764248,-2.515530824661255,0.0022064088843762875,0.02,-0.01,0.0,12.587,2025-04-20 22:42:38.320538,6,10
201,-78.7002239,35.7273533,25.002,0.0022679204121232033,-2.5070552825927734,0.0018676032777875662,0.03,0.0,0.0,12.587,2025-04-20 22:42:39.320976,6,10
202,-78.7002239,35.7273533,25.002,0.0022743521258234978,3.0118939876556396,-0.0001201852792291902,0.03,0.0,0.0,12.587,2025-04-20 22:42:40.321839,6,10
203,-78.7002239,35.7273533,25.002,0.0006133148563094437,1.607670783996582,-0.001933933119289577,0.03,0.0,0.0,12.587,2025-04-20 22:42:41.322367,6,10
204,-78.7002239,35.7273533,25.001,0.0009492231183685362,1.9089380502700806,-0.0015443061711266637,0.03,0.0,0.0,12.587,2025-04-20 22:42:42.323151,6,10
205,-78.7002229,35.7273529,25.0,-0.27279749512672424,2.3402514457702637,-0.04969441518187523,-0.34,0.55,0.0,12.587,2025-04-20 22:42:43.323383,6,10
206,-78.7002051,35.7273434,25.002,-0.3410460650920868,1.9306586980819702,0.07828939706087112,-1.78,2.67,0.0,12.587,2025-04-20 22:42:44.324116,6,10
207,-78.7001647,35.7273215,25.002,-0.45859992504119873,2.0617754459381104,0.03834642097353935,-3.12,4.62,0.0,12.587,2025-04-20 22:42:45.324713,6,10
208,-78.7001033,35.7272883,25.001,-0.4300353527069092,2.1106669902801514,0.021269217133522034,-4.14,6.18,-0.01,12.587,2025-04-20 22:42:46.325256,6,10
209,-78.7000317,35.7272492,24.994,-0.4174773395061493,2.0060672760009766,0.04547348618507385,-4.46,6.55,0.0,12.587,2025-04-20 22:42:47.325570,6,10
210,-78.6999572,35.7272085,24.99,-0.4139232337474823,2.0901265144348145,0.011071212589740753,-4.54,6.77,-0.01,12.587,2025-04-20 22:42:48.325797,6,10
211,-78.699881,35.7271672,24.993,-0.4040972888469696,2.0554208755493164,0.027775758877396584,-4.52,6.78,0.0,12.587,2025-04-20 22:42:49.326718,6,10
212,-78.6998059,35.7271265,24.996,-0.3958088755607605,2.0519490242004395,0.02494650147855282,-4.51,6.75,0.0,12.587,2025-04-20 22:42:50.327835,6,10
213,-78.6997309,35.7270858,24.997,-0.3942925035953522,2.071265459060669,0.020830063149333,-4.46,6.69,0.0,12.587,2025-04-20 22:42:51.328562,6,10
214,-78.6996571,35.7270458,24.998,-0.3939024806022644,2.054171562194824,0.02715437114238739,-4.45,6.66,0.0,12.587,2025-04-20 22:42:52.328953,6,10
215,-78.6995834,35.7270059,24.998,-0.39802002906799316,2.0615952014923096,0.023732556030154228,-4.45,6.65,0.0,12.587,2025-04-20 22:42:53.329680,6,10
216,-78.6995098,35.7269659,24.998,-0.398650199174881,2.061692953109741,0.025225110352039337,-4.46,6.67,0.0,12.587,2025-04-20 22:42:54.330669,6,10
217,-78.6994358,35.7269257,24.999,-0.3925991356372833,2.059180736541748,0.024980586022138596,-4.45,6.64,0.0,12.587,2025-04-20 22:42:55.331288,6,10
218,-78.699362,35.7268857,24.996,-0.39456671476364136,2.062427043914795,0.0250077024102211,-4.44,6.64,0.0,12.587,2025-04-20 22:42:56.332162,6,10
219,-78.6992884,35.7268458,24.996,-0.3919399678707123,2.0600149631500244,0.025357607752084732,-4.44,6.63,0.0,12.587,2025-04-20 22:42:57.332552,6,10
220,-78.6992149,35.7268058,24.995,-0.39493075013160706,2.0593631267547607,0.025978896766901016,-4.44,6.63,0.0,12.587,2025-04-20 22:42:58.333868,6,10
221,-78.6991412,35.7267658,24.997,-0.39187878370285034,2.0609984397888184,0.024691389873623848,-4.43,6.61,0.0,12.587,2025-04-20 22:42:59.334697,6,10
222,-78.699068,35.7267261,24.998,-0.39853304624557495,2.0600035190582275,0.025961946696043015,-4.45,6.63,0.0,12.587,2025-04-20 22:43:00.335399,6,10
223,-78.6989942,35.726686,24.999,-0.3925817906856537,2.0609045028686523,0.025183169171214104,-4.45,6.63,0.0,12.587,2025-04-20 22:43:01.335852,6,10
224,-78.6989206,35.7266461,24.997,-0.39587700366973877,2.0597286224365234,0.026624221354722977,-4.44,6.63,0.0,12.587,2025-04-20 22:43:02.336185,6,10
225,-78.6988471,35.7266061,24.996,-0.3940655589103699,2.0608112812042236,0.02536429837346077,-4.44,6.63,0.0,12.587,2025-04-20 22:43:03.337945,6,10
226,-78.6987736,35.7265662,24.996,-0.397670179605484,2.060136318206787,0.0259421244263649,-4.45,6.64,0.0,12.587,2025-04-20 22:43:04.339058,6,10
227,-78.6986997,35.7265261,24.998,-0.38977324962615967,2.0605976581573486,0.024932369589805603,-4.45,6.63,0.0,12.587,2025-04-20 22:43:05.339951,6,10
228,-78.6986261,35.7264862,24.999,-0.39441314339637756,2.0603206157684326,0.025901049375534058,-4.43,6.62,0.0,12.587,2025-04-20 22:43:06.340838,6,10
229,-78.6985526,35.7264463,24.998,-0.39122945070266724,2.0602610111236572,0.0261114239692688,-4.44,6.63,0.0,12.587,2025-04-20 22:43:07.341131,6,10
230,-78.698479,35.7264063,24.996,-0.39676177501678467,2.0604164600372314,0.025970954447984695,-4.44,6.62,0.0,12.587,2025-04-20 22:43:08.342244,6,10
231,-78.6984055,35.7263664,24.997,-0.38985252380371094,2.0608181953430176,0.02548849582672119,-4.45,6.64,0.0,12.587,2025-04-20 22:43:09.343011,6,10
232,-78.6983318,35.7263263,24.998,-0.3957163691520691,2.0601372718811035,0.02664746530354023,-4.44,6.62,0.0,12.587,2025-04-20 22:43:10.344167,6,10
233,-78.6982585,35.7262865,24.998,-0.39394262433052063,2.060495615005493,0.02603450044989586,-4.45,6.64,0.0,12.587,2025-04-20 22:43:11.345402,6,10
234,-78.6981845,35.7262464,24.998,-0.3928506076335907,2.060497283935547,0.025572912767529488,-4.44,6.63,0.0,12.587,2025-04-20 22:43:12.346452,6,10
235,-78.698111,35.7262065,24.996,-0.39139965176582336,2.061305284500122,0.02556043304502964,-4.44,6.63,0.0,12.587,2025-04-20 22:43:13.347097,6,10
236,-78.6980375,35.7261666,24.996,-0.3969612717628479,2.0594403743743896,0.026783620938658714,-4.43,6.61,0.0,12.587,2025-04-20 22:43:14.348927,6,10
237,-78.6979643,35.7261269,24.998,-0.39699578285217285,2.061278820037842,0.02636081725358963,-4.46,6.65,0.0,12.587,2025-04-20 22:43:15.349255,6,10
238,-78.6978903,35.7260866,24.998,-0.39352482557296753,2.0599682331085205,0.02656097710132599,-4.45,6.63,0.0,12.587,2025-04-20 22:43:16.349537,6,10
239,-78.6978168,35.7260468,24.998,-0.39302968978881836,2.061091899871826,0.02570621855556965,-4.44,6.63,0.0,12.587,2025-04-20 22:43:17.350689,6,10
240,-78.6977431,35.7260067,24.996,-0.39260804653167725,2.060103416442871,0.025843190029263496,-4.43,6.62,0.0,12.587,2025-04-20 22:43:18.352726,6,10
241,-78.6976697,35.7259668,24.995,-0.3934504985809326,2.0595998764038086,0.02614816650748253,-4.44,6.63,0.0,12.587,2025-04-20 22:43:19.353029,6,10
242,-78.697596,35.7259269,24.998,-0.3950200080871582,2.0609140396118164,0.026276450604200363,-4.43,6.61,0.0,12.587,2025-04-20 22:43:20.353878,6,10
243,-78.6975227,35.725887,24.998,-0.39774811267852783,2.059915542602539,0.026849133893847466,-4.45,6.64,0.0,12.587,2025-04-20 22:43:21.354526,6,10
244,-78.697449,35.7258471,24.999,-0.3937477767467499,2.0607240200042725,0.02563316747546196,-4.45,6.64,0.0,12.587,2025-04-20 22:43:22.355038,6,10
245,-78.6973753,35.725807,24.996,-0.39495834708213806,2.059884786605835,0.02603411115705967,-4.45,6.64,0.0,12.587,2025-04-20 22:43:23.355933,6,10
246,-78.6973015,35.725767,24.996,-0.39073923230171204,2.0606894493103027,0.025500793009996414,-4.43,6.62,0.0,12.587,2025-04-20 22:43:24.356464,6,10
247,-78.6972283,35.7257272,24.996,-0.3976828157901764,2.0600855350494385,0.026652630418539047,-4.44,6.63,0.0,12.587,2025-04-20 22:43:25.357017,6,10
248,-78.6971545,35.7256872,24.998,-0.3921619653701782,2.0607399940490723,0.02568514086306095,-4.44,6.63,0.0,12.587,2025-04-20 22:43:26.358025,6,10
249,-78.697081,35.7256472,24.998,-0.39622026681900024,2.059863328933716,0.026287725195288658,-4.44,6.63,0.0,12.587,2025-04-20 22:43:27.358294,6,10
250,-78.6970074,35.7256073,24.998,-0.392076313495636,2.0608322620391846,0.025407129898667336,-4.44,6.63,0.0,12.587,2025-04-20 22:43:28.358741,6,10
251,-78.6969339,35.7255674,24.997,-0.3975553512573242,2.0599913597106934,0.02661372721195221,-4.44,6.63,0.0,12.587,2025-04-20 22:43:29.359160,6,10
252,-78.6968601,35.7255273,24.996,-0.38844621181488037,2.060987949371338,0.02564694732427597,-4.44,6.63,0.0,12.587,2025-04-20 22:43:30.359580,6,10
253,-78.6967866,35.7254874,24.997,-0.39622366428375244,2.059804916381836,0.026700854301452637,-4.44,6.63,0.0,12.587,2025-04-20 22:43:31.360173,6,10
254,-78.6967131,35.7254475,24.998,-0.39240118861198425,2.0608654022216797,0.02585132233798504,-4.45,6.64,0.0,12.587,2025-04-20 22:43:32.361162,6,10
255,-78.6966393,35.7254074,24.999,-0.39335381984710693,2.060159683227539,0.025929026305675507,-4.44,6.63,0.0,12.587,2025-04-20 22:43:33.361897,6,10
256,-78.6965657,35.7253675,24.997,-0.38926976919174194,2.0610525608062744,0.02532782591879368,-4.44,6.63,0.0,12.587,2025-04-20 22:43:34.362913,6,10
257,-78.6964923,35.7253276,24.995,-0.39788398146629333,2.0598042011260986,0.026718826964497566,-4.43,6.62,0.0,12.587,2025-04-20 22:43:35.363849,6,10
258,-78.696419,35.7252878,24.997,-0.3933102786540985,2.0607099533081055,0.026151180267333984,-4.46,6.65,0.0,12.587,2025-04-20 22:43:36.364131,6,10
259,-78.696345,35.7252476,24.998,-0.3939475119113922,2.060269594192505,0.026240944862365723,-4.44,6.63,0.0,12.587,2025-04-20 22:43:37.364717,6,10
260,-78.6962715,35.7252077,24.998,-0.3919541537761688,2.061185836791992,0.025624971836805344,-4.44,6.63,0.0,12.587,2025-04-20 22:43:38.365058,6,10
261,-78.6961977,35.7251677,24.998,-0.3931010663509369,2.060178518295288,0.025814982131123543,-4.43,6.62,0.0,12.587,2025-04-20 22:43:39.365933,6,10
262,-78.6961243,35.7251278,24.997,-0.3923271894454956,2.0609562397003174,0.025440601631999016,-4.44,6.63,0.0,12.587,2025-04-20 22:43:40.366698,6,10
263,-78.6960507,35.7250878,24.996,-0.39665845036506653,2.0594987869262695,0.02636057883501053,-4.43,6.62,0.0,12.587,2025-04-20 22:43:41.367122,6,10
264,-78.6959776,35.7250481,24.997,-0.3976268470287323,2.060448169708252,0.025967920199036598,-4.45,6.65,0.0,12.587,2025-04-20 22:43:42.367999,6,10
265,-78.6959038,35.725008,24.999,-0.39464911818504333,2.060347557067871,0.025241436436772346,-4.45,6.64,0.0,12.587,2025-04-20 22:43:43.368698,6,10
266,-78.6958302,35.7249681,24.998,-0.3938778340816498,2.0610532760620117,0.025456886738538742,-4.45,6.64,0.0,12.587,2025-04-20 22:43:44.370691,6,10
267,-78.6957565,35.724928,24.998,-0.39464646577835083,2.05961012840271,0.02534349635243416,-4.43,6.62,0.0,12.587,2025-04-20 22:43:45.371035,6,10
268,-78.6956831,35.7248882,24.998,-0.39813876152038574,2.0603890419006348,0.025683503597974777,-4.44,6.65,0.0,12.587,2025-04-20 22:43:46.371769,6,10
269,-78.6956095,35.7248482,24.997,-0.39430442452430725,2.0604465007781982,0.02463345229625702,-4.45,6.65,0.0,12.587,2025-04-20 22:43:47.372827,6,10
270,-78.6955359,35.7248082,24.998,-0.39625436067581177,2.060370445251465,0.02500341832637787,-4.45,6.65,0.0,12.587,2025-04-20 22:43:48.374195,6,10
271,-78.695462,35.7247681,24.998,-0.3893124759197235,2.06076717376709,0.02354390174150467,-4.43,6.63,0.0,12.587,2025-04-20 22:43:49.375641,6,10
272,-78.6953889,35.7247284,24.998,-0.39962702989578247,2.059943437576294,0.025563010945916176,-4.44,6.64,0.0,12.587,2025-04-20 22:43:50.376571,6,10
273,-78.6953151,35.7246883,24.997,-0.39280784130096436,2.0606186389923096,0.024298977106809616,-4.44,6.64,0.0,12.587,2025-04-20 22:43:51.377624,6,10
274,-78.6952418,35.7246485,24.998,-0.399120956659317,2.0599002838134766,0.024635618552565575,-4.44,6.65,0.0,12.587,2025-04-20 22:43:52.379825,6,10
275,-78.6951682,35.7246085,24.998,-0.39428210258483887,2.060267210006714,0.02393861673772335,-4.45,6.66,0.0,12.587,2025-04-20 22:43:53.380988,6,10
276,-78.6950943,35.7245684,24.999,-0.3952206075191498,2.060206413269043,0.024258732795715332,-4.44,6.65,0.0,12.587,2025-04-20 22:43:54.381869,6,10
277,-78.6950206,35.7245284,24.999,-0.38975462317466736,2.0609447956085205,0.023745322600007057,-4.43,6.64,0.0,12.587,2025-04-20 22:43:55.382509,6,10
278,-78.6949475,35.7244887,24.996,-0.4009176194667816,2.059983253479004,0.024903465062379837,-4.44,6.65,0.0,12.587,2025-04-20 22:43:56.382883,6,10
279,-78.694874,35.7244488,24.997,-0.3955008089542389,2.0607640743255615,0.023670963943004608,-4.46,6.67,0.0,12.587,2025-04-20 22:43:57.384310,6,10
280,-78.6948,35.7244086,24.998,-0.3952891230583191,2.0603854656219482,0.023511145263910294,-4.44,6.66,0.0,12.587,2025-04-20 22:43:58.384987,6,10
281,-78.6947264,35.7243686,24.998,-0.39043352007865906,2.0608253479003906,0.023042647168040276,-4.44,6.65,0.0,12.587,2025-04-20 22:43:59.385868,6,10
282,-78.6946527,35.7243286,24.998,-0.3952562212944031,2.059913396835327,0.023590566590428352,-4.43,6.63,0.0,12.587,2025-04-20 22:44:00.386760,6,10
283,-78.6945794,35.7242888,24.998,-0.3919447064399719,2.0605404376983643,0.02331993542611599,-4.44,6.65,0.0,12.587,2025-04-20 22:44:01.387056,6,10
284,-78.694506,35.7242489,24.998,-0.40004533529281616,2.0598976612091064,0.023563295602798462,-4.44,6.65,0.0,12.587,2025-04-20 22:44:02.387992,6,10
285,-78.6944326,35.7242091,24.998,-0.39789456129074097,2.060565710067749,0.023030467331409454,-4.46,6.68,0.0,12.587,2025-04-20 22:44:03.388624,6,10
286,-78.6943587,35.724169,24.999,-0.396793395280838,2.06040620803833,0.02243787981569767,-4.45,6.67,0.0,12.587,2025-04-20 22:44:04.389624,6,10
287,-78.6942851,35.724129,24.998,-0.39372414350509644,2.0603458881378174,0.022696422412991524,-4.45,6.66,0.0,12.587,2025-04-20 22:44:05.389918,6,10
288,-78.6942113,35.724089,24.996,-0.39789074659347534,2.0602731704711914,0.023435719311237335,-4.43,6.64,0.0,12.587,2025-04-20 22:44:06.390304,6,10
289,-78.6941382,35.7240493,24.998,-0.39889785647392273,2.0603911876678467,0.02296084724366665,-4.45,6.66,0.0,12.587,2025-04-20 22:44:07.392221,6,10
290,-78.6940645,35.7240092,24.999,-0.3960878849029541,2.0606727600097656,0.02243911288678646,-4.44,6.66,0.0,12.587,2025-04-20 22:44:08.392954,6,10
291,-78.6939909,35.7239693,24.998,-0.3964575231075287,2.0607211589813232,0.02209591679275036,-4.44,6.66,0.0,12.587,2025-04-20 22:44:09.393343,6,10
292,-78.693917,35.7239291,24.998,-0.39333388209342957,2.0599231719970703,0.022059831768274307,-4.43,6.64,0.0,12.587,2025-04-20 22:44:10.393676,6,10
293,-78.6938438,35.7238894,24.998,-0.40033718943595886,2.0603437423706055,0.022524846717715263,-4.44,6.66,0.0,12.587,2025-04-20 22:44:11.394667,6,10
294,-78.6937702,35.7238494,24.999,-0.39636746048927307,2.060560703277588,0.022147102281451225,-4.44,6.66,0.0,12.587,2025-04-20 22:44:12.395162,6,10
295,-78.6936966,35.7238095,24.998,-0.3980076313018799,2.0603508949279785,0.022261228412389755,-4.45,6.67,0.0,12.587,2025-04-20 22:44:13.395838,6,10
296,-78.6936228,35.7237694,24.999,-0.3936235010623932,2.0604360103607178,0.02176612988114357,-4.44,6.66,0.0,12.587,2025-04-20 22:44:14.396951,6,10
297,-78.6935492,35.7237294,24.999,-0.39587658643722534,2.0606324672698975,0.021621568128466606,-4.44,6.65,0.0,12.587,2025-04-20 22:44:15.397236,6,10
298,-78.6934755,35.7236895,24.998,-0.39444848895072937,2.0603535175323486,0.021561304107308388,-4.43,6.64,0.0,12.587,2025-04-20 22:44:16.398224,6,10
299,-78.6934025,35.7236498,24.996,-0.4026675224304199,2.060685157775879,0.02227390557527542,-4.44,6.67,0.0,12.587,2025-04-20 22:44:17.399273,6,10
300,-78.6933298,35.7236103,25.001,-0.2839249074459076,2.062765121459961,0.009303445927798748,-4.22,6.33,0.0,12.587,2025-04-20 22:44:18.400448,6,10
301,-78.6932646,35.723575,24.996,-0.17770877480506897,2.062720775604248,0.0027948329225182533,-3.57,5.37,0.0,12.587,2025-04-20 22:44:19.400968,6,10
302,-78.6932111,35.7235461,24.989,-0.06692532449960709,2.06308650970459,-0.002548598451539874,-2.81,4.24,0.0,12.587,2025-04-20 22:44:20.402039,6,10
303,-78.6931711,35.7235245,24.989,0.032661065459251404,2.062243938446045,-0.00754596246406436,-1.95,2.95,0.0,12.587,2025-04-20 22:44:21.402708,6,10
304,-78.6931465,35.7235112,24.991,0.14194299280643463,2.061183452606201,-0.015122194774448872,-0.99,1.49,0.0,12.587,2025-04-20 22:44:22.403864,6,10
305,-78.6931382,35.7235066,24.994,0.09495020657777786,2.0622944831848145,-0.009100456722080708,-0.11,0.18,0.0,12.587,2025-04-20 22:44:23.405000,6,10
306,-78.6931394,35.7235071,24.992,0.013177642598748207,2.0618536472320557,-0.0021765909623354673,0.14,-0.2,0.0,12.587,2025-04-20 22:44:24.406067,6,10
307,-78.6931423,35.7235085,24.992,-0.009746313095092773,2.0624659061431885,-0.00120752421207726,0.11,-0.15,0.0,12.587,2025-04-20 22:44:25.407554,6,10
308,-78.693144,35.7235093,24.995,-0.008312146179378033,2.1226632595062256,-0.0020963505376130342,0.06,-0.06,0.0,12.587,2025-04-20 22:44:26.408044,6,10
309,-78.6931448,35.7235097,24.999,-6.69135624775663e-05,-3.004270076751709,-0.003970353864133358,0.03,-0.01,0.0,12.587,2025-04-20 22:44:27.408434,6,10
310,-78.6931452,35.7235099,25.001,0.0018067247001454234,-1.8891587257385254,0.00018831482157111168,0.02,0.0,0.0,12.587,2025-04-20 22:44:28.412409,6,10
311,-78.6931453,35.7235101,25.001,0.0006491740932688117,-1.220372200012207,0.00024253664014395326,0.02,0.0,0.0,12.587,2025-04-20 22:44:29.414504,6,10
312,-78.6931454,35.7235102,25.001,0.0004537233035080135,-0.5154632329940796,-1.973017606360372e-05,0.01,0.0,0.0,12.587,2025-04-20 22:44:30.414820,6,10
313,-78.6931454,35.7235103,25.001,0.0005808601854369044,0.4803211987018585,-0.00018563165212981403,0.0,0.0,0.0,12.587,2025-04-20 22:44:31.416442,6,10
314,-78.6931453,35.7235103,25.001,0.0014146460453048348,1.0296341180801392,-0.000771955878008157,0.0,-0.01,0.0,12.587,2025-04-20 22:44:32.417643,6,10
315,-78.6931453,35.7235103,25.001,0.00033244758378714323,0.43671491742134094,-0.0016741149593144655,0.0,-0.01,0.0,12.587,2025-04-20 22:44:33.418102,6,10
316,-78.6931453,35.7235103,25.001,0.001169597264379263,1.138351559638977,-0.001169988769106567,0.0,-0.02,0.0,12.587,2025-04-20 22:44:34.419689,6,10
317,-78.6931453,35.7235103,25.001,0.001441473257727921,2.656294822692871,0.0007353578694164753,0.0,-0.02,0.0,12.587,2025-04-20 22:44:35.420183,6,10
318,-78.6931453,35.7235103,25.001,0.0013044442748650908,2.2390482425689697,-7.999074296094477e-05,0.01,-0.02,0.0,12.587,2025-04-20 22:44:36.420761,6,10
319,-78.6931454,35.7235103,25.001,0.00018302806711290032,1.8338230848312378,-0.0010577376233413815,0.01,-0.01,0.0,12.587,2025-04-20 22:44:37.421373,6,10
320,-78.6931456,35.7235103,25.001,0.00022187530703376979,2.2668442726135254,-0.0015729113947600126,0.01,0.0,0.0,12.587,2025-04-20 22:44:38.422817,6,10
321,-78.6931457,35.7235103,25.001,-0.0004229196347296238,2.1304380893707275,-0.0019016225123777986,0.01,0.0,0.0,12.587,2025-04-20 22:44:39.424706,6,10
322,-78.6931457,35.7235103,25.003,-0.0008952465141192079,2.06451416015625,-0.001637360779568553,0.01,0.01,0.0,12.587,2025-04-20 22:44:40.426592,6,10
323,-78.6931459,35.7235103,25.002,-0.0013525900430977345,2.18617582321167,-0.0017810072749853134,0.01,0.02,0.0,12.587,2025-04-20 22:44:41.428545,6,10
324,-78.6931459,35.7235103,25.001,-0.0009652950684539974,2.1008589267730713,-0.0012904504546895623,0.01,0.02,0.0,12.587,2025-04-20 22:44:42.430428,6,10
325,-78.6931459,35.7235103,25.001,-0.0011557956459000707,2.10715651512146,-0.0008923988207243383,0.01,0.02,0.0,12.587,2025-04-20 22:44:43.431919,6,10
