time,dl_lw1,dl_lw2,dl_lw3,dl_lw4,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites
2025-04-20 22:41:42.718,412.48,15.65,0,39.2,144.454355113063,-78.6986127914156,35.7295718845475,24.9965456448869,-0.397736274586021,-2.56065213690466,-0.00650983473129935,-6.88545644886937,-4.06545644886937,0,12.587,6,10
2025-04-20 22:41:43.745,412.48,16.88,0,39.2,145.481248619348,-78.6986591043127,35.7295081144607,24.996,-0.394738432791797,-2.5624388800528,-0.00566464034984098,-6.87518751380652,-4.06,0,12.587,6,10
2025-04-20 22:41:44.796,413.71,16.88,0,39.2,146.532197747822,-78.6987064488987,35.7294429569594,24.9965321977478,-0.395308983201728,-2.56242239235262,-0.00606894604883382,-6.86467802252178,-4.05467802252178,0,12.587,6,10
2025-04-20 22:41:45.796,413.71,18.54,0,39.2,147.531473003299,-78.6987513099905,35.7293812081157,24.997,-0.397244969452856,-2.56216538533327,-0.00624956405486449,-6.87062946006599,-4.06062946006599,0,12.587,6,10
2025-04-20 22:41:46.889,413.71,20.19,0,39.2,148.623441259462,-78.6988003548567,35.7293135842978,24.9963765587405,-0.397409961836404,-2.5625515074764,-0.00562882581199888,-6.87376558740538,-4.06376558740538,0,12.587,6,10
2025-04-20 22:41:47.878,413.71,22.26,0,39.2,149.611929379926,-78.6988448368221,35.7292523215714,24.9966119293799,-0.395352529323188,-2.56214385618932,-0.00564979380398757,-6.87611929379926,-4.06611929379926,0,12.587,6,10
2025-04-20 22:41:48.930,413.71,24.33,0,39.2,150.662623871174,-78.698892250599,35.7291870847952,24.9976626238712,-0.394402595320763,-2.56222141457268,-0.00594208730130404,-6.86012128386478,-4.05674752257652,0,12.587,6,10
2025-04-20 22:41:49.925,413.71,26.4,0,39.2,151.656296774426,-78.6989369677252,35.7291255408593,24.998,-0.393094742327065,-2.56142323432708,-0.00647023416592506,-6.85656296774426,-4.05,0,12.587,6,10
2025-04-20 22:41:50.931,413.71,28.48,0,39.2,152.661857416711,-78.6989820512123,35.7290635295831,24.9966762851666,-0.398128947334351,-2.56230671927185,-0.00638148031342466,-6.85338142583289,-4.05,0,12.587,6,10
2025-04-20 22:41:51.971,413.71,30.55,0,39.2,153.701184298523,-78.6990285429381,35.7289995070472,24.9952988157015,-0.400613487970421,-2.56247131225162,-0.00623393429424227,-6.87804737194091,-4.06402368597046,0,12.587,6,10
2025-04-20 22:41:52.995,413.71,32.62,0,39.2,154.724096899531,-78.6990746291798,35.7289359163535,24.9964481937991,-0.397775841654104,-2.5617738206172,-0.00551588330737275,-6.88275903100469,-4.06275903100469,0,12.587,6,10
2025-04-20 22:41:54.021,413.71,35.29,0,39.2,155.749528985036,-78.6991208288043,35.7288723041558,24.997749528985,-0.394798882696679,-2.56193550642828,-0.00552360484557838,-6.86500942029927,-4.06,0,12.587,6,10
2025-04-20 22:41:55.033,413.71,37.37,0,39.2,156.760078869865,-78.699166379557,35.7288096751101,24.998,-0.394629391673732,-2.56221929393478,-0.00631833666572806,-6.84479842260271,-4.0447984226027,0,12.587,6,10
2025-04-20 22:41:56.084,413.71,40.04,0,39.2,157.810816619054,-78.6992135245845,35.7287448536963,24.9963783667619,-0.397143569320088,-2.56209527997025,-0.00636707474060923,-6.85621633238109,-4.04810816619054,0,12.587,6,10
2025-04-20 22:41:57.096,413.71,42.71,0,39.2,158.821576991469,-78.6992588066492,35.7286824265419,24.996,-0.399482231666142,-2.56249484296031,-0.00572513824602998,-6.86821576991469,-4.05,0,12.587,6,10
2025-04-20 22:41:58.110,413.71,44.79,0,39.2,159.834381894762,-78.6993043471853,35.7286196683225,24.9976687637895,-0.399121112422532,-2.56205785877367,-0.00600627463066489,-6.87834381894762,-4.05834381894762,0,12.587,6,10
2025-04-20 22:41:59.158,413.71,47.46,0,39.2,160.881549270733,-78.699351646027,35.7285546557903,24.998,-0.394901584036538,-2.56207485789635,-0.00589580010486669,-6.86236901458534,-4.05118450729267,0,12.587,6,10
2025-04-20 22:42:00.177,413.71,50.13,0,39.2,161.899353585457,-78.699397380976,35.7284916300131,24.998,-0.397388316241609,-2.56220563780333,-0.00588599474610408,-6.86,-4.05,0,12.587,6,10
2025-04-20 22:42:01.228,413.71,53.96,0,39.2,162.950040472883,-78.6994445568172,35.7284266874988,24.9970499595271,-0.396507197772668,-2.56225013868003,-0.00643070322407799,-6.86,-4.05,0,12.587,6,10
2025-04-20 22:42:02.195,413.71,57.33,0,39.2,163.916708396428,-78.699487960207,35.7283669474211,24.9960832916036,-0.399829601431524,-2.56201576112076,-0.00572830231160005,-6.87833416792855,-4.05916708396428,0,12.587,6,10
2025-04-20 22:42:03.199,413.71,60,0,39.2,164.920027899104,-78.6995331012555,35.7283046662675,24.9978400557982,-0.395691648617242,-2.56203028787981,-0.00565322026401639,-6.87079972100896,-4.06,0,12.587,6,10
2025-04-20 22:42:04.224,413.71,63.83,0,39.2,165.944031842435,-78.6995791814329,35.728241264429,24.998,-0.397705863387922,-2.5618504290848,-0.00632518394681762,-6.87,-4.05055968157565,0,12.587,6,10
2025-04-20 22:42:05.253,413.71,67.2,0,39.2,166.972069048909,-78.699625637521,35.7281774345121,24.998,-0.391933980693379,-2.56252072118157,-0.00555530024345173,-6.85055861902183,-4.05,0,12.587,6,10
2025-04-20 22:42:06.281,413.71,69.87,0,39.2,168.000080903159,-78.6996716036326,35.7281140950002,24.9969999190968,-0.401367702939646,-2.56200411053459,-0.00636818416717897,-6.86000161806318,-4.05000080903159,0,12.587,6,10
2025-04-20 22:42:07.256,413.71,73.7,0,39.2,168.973405833218,-78.6997153059219,35.7280539435195,24.9960265941668,-0.396095415233727,-2.56225891103861,-0.00614054496105401,-6.87946811666435,-4.05973405833218,0,12.587,6,10
2025-04-20 22:42:08.328,413.71,77.07,0,39.2,170.045269212021,-78.6997635416415,35.7279874887819,24.998045269212,-0.398864171397223,-2.56209990137071,-0.00576831593420026,-6.87954730787979,-4.05954730787979,0,12.587,6,10
2025-04-20 22:42:09.277,413.71,80.89,0,39.2,170.992852177109,-78.6998062776332,35.7279286438798,24.9989928521771,-0.390637583076674,-2.56270808173675,-0.00497893205675585,-6.87007147822891,-4.05007147822891,0,12.587,6,10
2025-04-20 22:42:10.277,413.71,84.71,0,39.2,171.992067297128,-78.6998512430284,35.7278666918276,24.9980079327029,-0.395614830443989,-2.56149739223179,-0.00638663364130079,-6.85015865405744,-4.04007932702872,0,12.587,6,10
2025-04-20 22:42:11.303,413.71,88.09,0,39.2,173.015132935372,-78.6998971779555,35.7278035647846,24.9969848670646,-0.394051483286334,-2.56094301007318,-0.00602233390963327,-6.86015132935372,-4.05015132935372,0,12.587,6,10
2025-04-20 22:42:12.373,413.71,91.91,0,39.2,174.085284227478,-78.6999451292618,35.7277374294347,24.996170568455,-0.400731674236592,-2.56264737422407,-0.0061843525563705,-6.87170568454956,-4.06085284227478,0,12.587,6,10
2025-04-20 22:42:13.383,413.71,95.73,0,39.2,175.09349395664,-78.6999904352762,35.7276750753265,24.998,-0.395923160590084,-2.56191703554133,-0.00613448170596758,-6.88719518130081,-4.06813012086721,0,12.587,6,10
2025-04-20 22:42:14.358,413.71,99.55,0,39.2,176.067884220877,-78.7000345480015,35.7276144047551,24.998,-0.395535792421984,-2.56232848732469,-0.00590154652418723,-6.86067884220877,-4.05,0,12.587,6,10
2025-04-20 22:42:15.372,413.71,103.38,0,39.2,177.080218569841,-78.7000799135734,35.7275519547984,24.9982406557095,-0.381462665372814,-2.56185932272921,-0.00533054674427856,-6.82427541519075,-4.02352787195254,0,12.587,6,10
2025-04-20 22:42:16.377,413.71,107.2,0,39.2,178.084858926557,-78.7001234500969,35.7274919449064,25.0004059875141,-0.252761631978807,-2.56295749695969,0.000312733537695437,-6.21514107344334,-3.67078182259714,0,12.587,6,10
2025-04-20 22:42:17.403,413.71,111.02,0,39.2,179.110525111212,-78.7001619483835,35.7274391916303,24.9935578995552,-0.145981147608006,-2.56263402634006,0.000983663291412416,-5.16847511765805,-3.06042191992756,0,12.587,6,10
2025-04-20 22:42:18.428,413.71,114.84,0,39.2,180.134819853213,-78.7001927738927,35.7273970936206,24.9902696397064,-0.0361496507151035,-2.56259167658743,0.00174355600965014,-3.92934139669459,-2.31214411742961,0,12.587,6,10
2025-04-20 22:42:19.441,413.71,118.66,0,39.2,181.14698608733,-78.7002144402164,35.7273674248532,24.992440958262,0.0694981829669819,-2.56211767462018,0.00386764416778361,-2.53776198201887,-1.48183307790996,0,12.587,6,10
2025-04-20 22:42:20.450,413.71,122.49,0,39.2,182.153579051034,-78.7002262221688,35.7273511628206,24.9957678952552,0.14420518872568,-2.56193534889904,0.0064368173174364,-1.00877671977945,-0.574030454786288,0,12.587,6,10
2025-04-20 22:42:21.471,413.71,126.31,0,39.2,183.173224614107,-78.700228874808,35.7273473771594,24.9996535507718,0.0659460995050446,-2.56188463102298,0.00274690924502811,0.0350383996678948,0.0359836921160931,0,12.587,6,10
2025-04-20 22:42:22.494,413.71,130.96,0,39.2,184.194038296297,-78.7002274313272,35.7273491074804,24.9978059617037,0.00479244116055855,-2.56220291101846,0.0013919006791491,0.236417319259223,0.148357702222191,0,12.587,6,10
2025-04-20 22:42:23.488,413.71,135.6,0,39.2,185.185606851995,-78.7002256958325,35.7273510227282,24.997371213704,-0.00854111292135746,-2.52872888978249,0.00250005808006463,0.163295383320455,0.0870075203603536,0,12.587,6,10
2025-04-20 22:42:24.524,413.71,140.25,0,39.2,186.221248431769,-78.7002246893758,35.7273521106242,24.9994424968635,-0.00562193238054955,-2.07956423922193,0.00204377339798245,0.0833625470469311,0.0233625470469311,0,12.587,6,10
